Artist,Recommendations
john lennon,paul mccartney|the rolling stones|simon & garfunkel|bob dylan|the beatles|pink floyd|the doors|david bowie|led zeppelin|the who
john mayer,jason mraz|jack johnson|coldplay|dave matthews band|maroon 5|the fray|paolo nutini|colbie caillat|gavin degraw|death cab for cutie
john williams,hans zimmer|howard shore|thomas newman|danny elfman|ennio morricone|queen|phil collins|enya|soundtrack|the beatles
johnny cash,bob dylan|the beatles|tom waits|the rolling stones|david bowie|neil young|the clash|radiohead|elvis presley|bruce springsteen
jonas brothers,miley cyrus|metro station|simple plan|the academy is...|boys like girls|the all-american rejects|britney spears|fall out boy|paramore|katy perry
joni mitchell,neil young|bob dylan|nick drake|simon & garfunkel|leonard cohen|van morrison|steely dan|the beatles|sufjan stevens|kate bush
jordin sparks,leona lewis|rihanna|chris brown|miley cyrus|the pussycat dolls|beyoncé|kelly clarkson|mariah carey|taylor swift|ne-yo
joshua radin,dashboard confessional|ray lamontagne|damien rice|jason mraz|john mayer|lifehouse|coldplay|the fray|jack johnson|death cab for cutie
joss stone,alicia keys|norah jones|jamie cullum|amy winehouse|corinne bailey rae|john legend|natasha bedingfield|katie melua|jack johnson|dido
josé gonzález,sufjan stevens|kings of convenience|iron & wine|radiohead|feist|death cab for cutie|sigur rós|beirut|andrew bird|devendra banhart
journey,billy joel|van halen|def leppard|lynyrd skynyrd|kiss|queen|aerosmith|ac/dc|bon jovi|alice cooper
joy division,the cure|the smiths|sonic youth|new order|the velvet underground|interpol|siouxsie and the banshees|david bowie|pixies|radiohead
judas priest,iron maiden|megadeth|dio|helloween|kreator|manowar|slayer|metallica|black sabbath|iced earth
junior boys,cut copy|hot chip|chromeo|the knife|simian mobile disco|digitalism|the whitest boy alive|m83|ratatat|justice
jurassic 5,gang starr|the roots|de la soul|rjd2|a tribe called quest|talib kweli|roots manuva|nas|common|mos def
justice,digitalism|daft punk|boys noize|simian mobile disco|mgmt|crystal castles|hot chip|lcd soundsystem|cut copy|bloc party
justin timberlake,timbaland|rihanna|nelly furtado|beyoncé|britney spears|kanye west|the pussycat dolls|fergie|ne-yo|madonna
kaiser chiefs,franz ferdinand|the killers|arctic monkeys|the kooks|kasabian|the fratellis|maxïmo park|razorlight|editors|the strokes
kamelot,sonata arctica|avantasia|angra|rhapsody of fire|helloween|blind guardian|symphony x|stratovarius|nightwish|edguy
kanye west,jay-z|t.i.|lupe fiasco|lil wayne|nas|the game|50 cent|common|snoop dogg|ne-yo
kasabian,kaiser chiefs|maxïmo park|arctic monkeys|franz ferdinand|editors|the killers|stereophonics|oasis|dirty pretty things|muse
katatonia,opeth|anathema|my dying bride|dark tranquillity|amorphis|moonspell|paradise lost|in flames|bloodbath|ulver
kate bush,tori amos|peter gabriel|david bowie|joni mitchell|fleetwood mac|depeche mode|goldfrapp|pet shop boys|cocteau twins|neil young
kate nash,lily allen|the kooks|adele|tegan and sara|regina spektor|lykke li|the ting tings|arctic monkeys|feist|the wombats
katie melua,norah jones|dido|amy macdonald|kt tunstall|diana krall|joss stone|sarah mclachlan|amy winehouse|james blunt|michael bublé
katy perry,lady gaga|rihanna|britney spears|the pussycat dolls|beyoncé|miley cyrus|pink|leona lewis|kelly clarkson|christina aguilera
keane,coldplay|snow patrol|the killers|travis|oasis|kaiser chiefs|muse|maroon 5|james blunt|franz ferdinand
kelly clarkson,avril lavigne|britney spears|the pussycat dolls|rihanna|pink|ashlee simpson|hilary duff|christina aguilera|leona lewis|taylor swift
kent,håkan hellström|anna ternheim|mew|coldplay|the killers|mando diao|the sounds|the knife|death cab for cutie|röyksopp
killswitch engage,all that remains|as i lay dying|trivium|atreyu|in flames|lamb of god|36 crazyfists|caliban|chimaira|machine head
kimya dawson,belle and sebastian|adam green|bright eyes|joanna newsom|cat power|mirah|cocorosie|tegan and sara|feist|devendra banhart
king crimson,frank zappa|camel|genesis|jethro tull|porcupine tree|pink floyd|captain beefheart & his magic band|led zeppelin|rush|marillion
kings of convenience,the whitest boy alive|feist|josé gonzález|belle and sebastian|radiohead|sufjan stevens|air|cat power|death cab for cutie|phoenix
kings of leon,bloc party|arctic monkeys|the killers|the strokes|mgmt|the kooks|radiohead|coldplay|interpol|arcade fire
kiss,van halen|mötley crüe|iron maiden|ac/dc|judas priest|deep purple|black sabbath|aerosmith|alice cooper|ozzy osbourne
klaxons,mgmt|arctic monkeys|crystal castles|bloc party|digitalism|late of the pier|foals|the kooks|hot chip|justice
kmfdm,ministry|combichrist|skinny puppy|vnv nation|nine inch nails|marilyn manson|rob zombie|rammstein|mindless self indulgence|static-x
koop,jazzanova|de-phazz|st. germain|thievery corporation|parov stelar|bonobo|tosca|nightmares on wax|mr. scruff|the cinematic orchestra
korpiklaani,finntroll|ensiferum|eluveitie|turisas|equilibrium|amon amarth|die apokalyptischen reiter|children of bodom|in extremo|blind guardian
kosheen,faithless|high contrast|moloko|morcheeba|paul oakenfold|lamb|groove armada|pendulum|hooverphonic|the prodigy
koЯn,slipknot|system of a down|limp bizkit|disturbed|static-x|rammstein|metallica|godsmack|marilyn manson|mudvayne
kraftwerk,depeche mode|pet shop boys|new order|ladytron|duran duran|david bowie|aphex twin|brian eno|underworld|the cure
kreator,sodom|testament|slayer|death|judas priest|megadeth|carcass|anthrax|sepultura|amon amarth
kt tunstall,jem|norah jones|amy macdonald|dido|amy winehouse|feist|a fine frenzy|katie melua|sara bareilles|coldplay
kult,pidżama porno|hey|coma|akurat|happysad|myslovitz|metallica|system of a down|nirvana|guano apes
kylie minogue,madonna|britney spears|sugababes|girls aloud|rihanna|jennifer lopez|christina aguilera|gwen stefani|nelly furtado|the pussycat dolls
kyuss,queens of the stone age|melvins|eagles of death metal|down|tool|isis|mastodon|black sabbath|alice in chains|soundgarden
lacrimosa,tristania|epica|the gathering|nightwish|haggard|paradise lost|therion|moonspell|theatre of tragedy|lacuna coil
lacuna coil,nightwish|tristania|epica|after forever|theatre of tragedy|sirenia|tarja turunen|evanescence|the gathering|within temptation
lady gaga,katy perry|rihanna|the pussycat dolls|britney spears|beyoncé|lily allen|leona lewis|kelly clarkson|kylie minogue|nelly furtado
ladytron,the knife|fischerspooner|goldfrapp|crystal castles|depeche mode|röyksopp|björk|metric|cut copy|new order
lagwagon,millencolin|nofx|pennywise|anti-flag|rancid|bad religion|less than jake|me first and the gimme gimmes|descendents|goldfinger
lamb,massive attack|télépopmusik|hooverphonic|moloko|portishead|bonobo|röyksopp|sneaker pimps|air|goldfrapp
lamb of god,machine head|chimaira|killswitch engage|devildriver|trivium|meshuggah|pantera|arch enemy|slayer|in flames
late of the pier,klaxons|foals|crystal castles|mgmt|vampire weekend|the cribs|cansei de ser sexy|cut copy|boys noize|digitalism
lcd soundsystem,hot chip|simian mobile disco|justice|the rapture|cut copy|digitalism|daft punk|fischerspooner|beck|arcade fire
le tigre,ladytron|cansei de ser sexy|metric|peaches|crystal castles|m.i.a.|tegan and sara|the knife|the faint|fischerspooner
led zeppelin,pink floyd|jimi hendrix|the beatles|the rolling stones|the doors|ac/dc|the who|deep purple|black sabbath|nirvana
lenny kravitz,jamiroquai|coldplay|u2|red hot chili peppers|oasis|alicia keys|aerosmith|moby|nirvana|foo fighters
leona lewis,rihanna|beyoncé|sugababes|kelly clarkson|jordin sparks|the pussycat dolls|mariah carey|christina aguilera|girls aloud|britney spears
leonard cohen,tom waits|bob dylan|nick cave and the bad seeds|nick drake|david bowie|neil young|bonnie prince billy|nina simone|the magnetic fields|joni mitchell
less than jake,streetlight manifesto|reel big fish|rancid|the bouncing souls|goldfinger|millencolin|nofx|anti-flag|new found glory|lagwagon
lifehouse,the fray|onerepublic|goo goo dolls|switchfoot|3 doors down|the all-american rejects|snow patrol|dashboard confessional|coldplay|keane
lil wayne,t.i.|the game|50 cent|ludacris|jay-z|kanye west|notorious b.i.g.|nas|chamillionaire|lupe fiasco
lily allen,lady gaga|kate nash|britney spears|amy winehouse|sugababes|katy perry|the ting tings|beyoncé|rihanna|kelly clarkson
limp bizkit,koЯn|linkin park|papa roach|p.o.d.|slipknot|disturbed|system of a down|the offspring|godsmack|metallica
linkin park,evanescence|papa roach|system of a down|limp bizkit|nickelback|green day|sum 41|red hot chili peppers|breaking benjamin|disturbed
live,pearl jam|3 doors down|bush|matchbox twenty|foo fighters|u2|stone temple pilots|snow patrol|counting crows|red hot chili peppers
lordi,nightwish|rammstein|hammerfall|sonata arctica|edguy|stratovarius|kamelot|epica|helloween|blind guardian
loreena mckennitt,enya|tristania|sarah mclachlan|nightwish|enigma|era|vangelis|mike oldfield|howard shore|delerium
los hermanos,chico buarque|caetano veloso|the strokes|amy winehouse|arctic monkeys|radiohead|cansei de ser sexy|the beatles|oasis|pearl jam
lostprophets,funeral for a friend|30 seconds to mars|papa roach|sum 41|linkin park|three days grace|my chemical romance|the used|fall out boy|bullet for my valentine
lou reed,the velvet underground|david bowie|iggy pop|talking heads|the rolling stones|bob dylan|joy division|tom waits|the beatles|nick cave and the bad seeds
louis armstrong,ella fitzgerald|frank sinatra|ray charles|billie holiday|charlie parker|nina simone|diana krall|miles davis|james brown|elvis presley
low,bonnie prince billy|slowdive|mogwai|cat power|stereolab|guided by voices|the national|pj harvey|sonic youth|animal collective
ludacris,t.i.|the game|jay-z|busta rhymes|lil wayne|50 cent|snoop dogg|notorious b.i.g.|ice cube|nelly
ludwig van beethoven,johann sebastian bach|wolfgang amadeus mozart|antonio vivaldi|frédéric chopin|pink floyd|louis armstrong|frank sinatra|vangelis|queen|dream theater
lupe fiasco,common|kanye west|jay-z|nas|t.i.|lil wayne|the game|talib kweli|the roots|mos def
lykke li,bat for lashes|hercules and love affair|kate nash|santogold|mgmt|cocorosie|feist|the knife|vampire weekend|the ting tings
lynyrd skynyrd,ac/dc|deep purple|van halen|cream|eagles|eric clapton|creedence clearwater revival|journey|kiss|dire straits
m. ward,bonnie prince billy|andrew bird|iron & wine|devendra banhart|elliott smith|sufjan stevens|the magnetic fields|spoon|the national|fleet foxes
m.i.a.,santogold|girl talk|hot chip|the knife|justice|feist|crystal castles|cansei de ser sexy|mgmt|lcd soundsystem
m83,cut copy|sigur rós|animal collective|explosions in the sky|mogwai|broken social scene|boards of canada|múm|radiohead|the album leaf
machine head,soulfly|lamb of god|trivium|fear factory|chimaira|killswitch engage|slipknot|pantera|sepultura|devildriver
madlib,madvillain|mf doom|j dilla|flying lotus|prefuse 73|a tribe called quest|rjd2|the roots|common|de la soul
madness,the specials|the jam|the clash|dead kennedys|david bowie|fatboy slim|bob marley & the wailers|blur|pink floyd|the beatles
madonna,kylie minogue|britney spears|rihanna|nelly furtado|christina aguilera|abba|justin timberlake|beyoncé|mariah carey|gwen stefani
madvillain,mf doom|madlib|j dilla|a tribe called quest|aesop rock|the roots|gang starr|rjd2|talib kweli|wu-tang clan
mae,anberlin|something corporate|dashboard confessional|motion city soundtrack|relient k|say anything|emery|fall out boy|brand new|jimmy eat world
mando diao,the kooks|arctic monkeys|maxïmo park|beatsteaks|the hives|franz ferdinand|the killers|deichkind|die Ärzte|razorlight
manic street preachers,blur|radiohead|muse|pulp|r.e.m.|placebo|kasabian|oasis|kaiser chiefs|arctic monkeys
manowar,helloween|gamma ray|blind guardian|judas priest|hammerfall|iron maiden|iced earth|avantasia|edguy|dio
manu chao,bob marley|bob marley & the wailers|air|moby|gentleman|the beatles|gotan project|amy winehouse|radiohead|asian dub foundation
maria mena,natasha bedingfield|amy macdonald|kt tunstall|a fine frenzy|kate nash|sara bareilles|james morrison|beyoncé|nelly furtado|leona lewis
mariah carey,beyoncé|rihanna|jennifer lopez|usher|leona lewis|christina aguilera|britney spears|céline dion|the pussycat dolls|ne-yo
marillion,genesis|porcupine tree|camel|blackfield|peter gabriel|ayreon|king crimson|jethro tull|rush|pain of salvation
marilyn manson,rammstein|koЯn|system of a down|nine inch nails|slipknot|rob zombie|tool|nirvana|metallica|placebo
mark ronson,amy winehouse|kanye west|lily allen|john legend|faithless|jamiroquai|gnarls barkley|justice|jay-z|adele
maroon 5,james blunt|justin timberlake|rihanna|coldplay|jason mraz|keane|britney spears|john mayer|avril lavigne|mika
marvin gaye,stevie wonder|aretha franklin|al green|james brown|erykah badu|nina simone|prince|the roots|amy winehouse|van morrison
mary j. blige,alicia keys|usher|john legend|erykah badu|beyoncé|ne-yo|missy elliott|janet jackson|nelly|mariah carey
massive attack,portishead|air|tricky|thievery corporation|lamb|moby|morcheeba|the chemical brothers|björk|groove armada
mastodon,gojira|isis|meshuggah|lamb of god|melvins|the dillinger escape plan|opeth|slayer|strapping young lad|converge
matchbox twenty,maroon 5|goo goo dolls|counting crows|john mayer|lifehouse|something corporate|3 doors down|the fray|live|third eye blind
matisyahu,bob marley|gentleman|damian marley|bob marley & the wailers|manu chao|311|red hot chili peppers|jack johnson|asian dub foundation|radiohead
max richter,sigur rós|boards of canada|burial|godspeed you! black emperor|explosions in the sky|the cinematic orchestra|philip glass|m83|sufjan stevens|aphex twin
maxïmo park,arctic monkeys|bloc party|the pigeon detectives|the wombats|the kooks|editors|razorlight|dirty pretty things|kaiser chiefs|the cribs
me first and the gimme gimmes,nofx|bad religion|rancid|reel big fish|lagwagon|pennywise|less than jake|streetlight manifesto|dropkick murphys|anti-flag
megadeth,judas priest|iron maiden|testament|slayer|metallica|pantera|kreator|death|anthrax|iced earth
melvins,kyuss|mastodon|isis|black flag|primus|sonic youth|black sabbath|fugazi|converge|down
meshuggah,lamb of god|mastodon|the dillinger escape plan|gojira|opeth|the haunted|nile|strapping young lad|pantera|isis
metallica,iron maiden|system of a down|megadeth|ac/dc|black sabbath|slayer|koЯn|nirvana|judas priest|rammstein
metric,tegan and sara|stars|death cab for cutie|broken social scene|rilo kiley|feist|the shins|bloc party|ladytron|the new pornographers
metro station,cute is what we aim for|jonas brothers|paramore|cobra starship|all time low|the academy is...|the all-american rejects|hellogoodbye|fall out boy|boys like girls
mew,sigur rós|kent|radiohead|interpol|bloc party|muse|coldplay|blonde redhead|death cab for cutie|m83
mf doom,madvillain|madlib|j dilla|wu-tang clan|aesop rock|ghostface|a tribe called quest|talib kweli|gang starr|de la soul
mgmt,klaxons|kings of leon|justice|vampire weekend|bloc party|the killers|the kooks|crystal castles|cut copy|hot chip
michael bublé,jamie cullum|norah jones|jason mraz|alicia keys|robbie williams|james morrison|diana krall|maroon 5|colbie caillat|john legend
michael jackson,madonna|queen|coldplay|britney spears|robbie williams|kanye west|red hot chili peppers|phil collins|justin timberlake|george michael
mika,maroon 5|britney spears|madonna|rihanna|jason mraz|james blunt|coldplay|christina aguilera|the killers|nelly furtado
mike oldfield,vangelis|enya|enigma|abba|genesis|dire straits|deep purple|loreena mckennitt|pink floyd|delerium
miles davis,john coltrane|charlie parker|herbie hancock|chet baker|pink floyd|bob dylan|billie holiday|the beatles|ella fitzgerald|tom waits
miley cyrus,jonas brothers|taylor swift|katy perry|jordin sparks|the pussycat dolls|kelly clarkson|rihanna|lady gaga|hilary duff|ashlee simpson
millencolin,pennywise|lagwagon|bad religion|nofx|anti-flag|rise against|less than jake|rancid|dropkick murphys|ignite
mindless self indulgence,nine inch nails|the birthday massacre|marilyn manson|combichrist|kmfdm|koЯn|slipknot|the dresden dolls|linkin park|system of a down
ministry,kmfdm|skinny puppy|nine inch nails|einstürzende neubauten|slayer|fear factory|marilyn manson|faith no more|tool|strapping young lad
minor threat,black flag|descendents|bad brains|misfits|fugazi|dead kennedys|the bouncing souls|converge|against me!|bad religion
minus the bear,brand new|death cab for cutie|cursive|circa survive|modest mouse|explosions in the sky|the fall of troy|pinback|at the drive-in|saves the day
mirah,cat power|of montreal|stars|sufjan stevens|the magnetic fields|andrew bird|neutral milk hotel|joanna newsom|iron & wine|devendra banhart
misfits,dead kennedys|descendents|ramones|black flag|rancid|the clash|minor threat|bad brains|nofx|the bouncing souls
missy elliott,justin timberlake|timbaland|beyoncé|mary j. blige|nelly furtado|busta rhymes|ludacris|kanye west|janet jackson|usher
mobb deep,nas|gang starr|notorious b.i.g.|2pac|ghostface|wu-tang clan|busta rhymes|jay-z|talib kweli|jedi mind tricks
moby,massive attack|the chemical brothers|faithless|röyksopp|coldplay|fatboy slim|groove armada|air|the prodigy|depeche mode
modest mouse,the shins|death cab for cutie|broken social scene|bright eyes|the decemberists|elliott smith|arcade fire|radiohead|neutral milk hotel|spoon
mogwai,explosions in the sky|sigur rós|godspeed you! black emperor|65daysofstatic|radiohead|god is an astronaut|mono|the album leaf|m83|isis
moloko,róisín murphy|morcheeba|lamb|goldfrapp|hooverphonic|massive attack|télépopmusik|air|portishead|röyksopp
mono,godspeed you! black emperor|god is an astronaut|mogwai|explosions in the sky|65daysofstatic|isis|sigur rós|múm|the album leaf|tortoise
moonspell,tiamat|samael|paradise lost|tristania|my dying bride|amorphis|katatonia|opeth|anathema|therion
morbid angel,nile|death|behemoth|cannibal corpse|carcass|slayer|bloodbath|darkthrone|vader|testament
morcheeba,massive attack|moloko|air|thievery corporation|portishead|hooverphonic|groove armada|röyksopp|moby|lamb
morphine,tom waits|portishead|nick cave and the bad seeds|massive attack|radiohead|parov stelar|leonard cohen|joy division|chico buarque|the cure
morrissey,the smiths|the cure|joy division|david bowie|new order|belle and sebastian|depeche mode|r.e.m.|pulp|radiohead
mos def,the roots|common|nas|talib kweli|jay-z|a tribe called quest|lupe fiasco|j dilla|de la soul|notorious b.i.g.
motion city soundtrack,brand new|taking back sunday|the academy is...|say anything|fall out boy|something corporate|dashboard confessional|relient k|jimmy eat world|blink-182
motörhead,black sabbath|iron maiden|ac/dc|judas priest|slayer|metallica|megadeth|testament|manowar|kreator
mr. scruff,bonobo|nightmares on wax|the herbaliser|thievery corporation|amon tobin|the cinematic orchestra|dj shadow|dj krush|st. germain|tosca
mudvayne,slipknot|static-x|koЯn|godsmack|disturbed|drowning pool|chimaira|ill niño|stone sour|machine head
muse,radiohead|placebo|coldplay|the killers|arctic monkeys|red hot chili peppers|foo fighters|franz ferdinand|bloc party|the strokes
my bloody valentine,the jesus and mary chain|slowdive|sonic youth|cocteau twins|pixies|joy division|the velvet underground|the smiths|animal collective|dinosaur jr.
my chemical romance,fall out boy|the used|30 seconds to mars|panic at the disco|paramore|linkin park|good charlotte|billy talent|green day|simple plan
my dying bride,anathema|katatonia|paradise lost|moonspell|opeth|tiamat|agalloch|amorphis|dark tranquillity|the gathering
my morning jacket,the national|the flaming lips|spoon|m. ward|grizzly bear|fleet foxes|neil young|the black keys|wilco|band of horses
mylo,daft punk|the chemical brothers|röyksopp|calvin harris|digitalism|groove armada|booka shade|fatboy slim|simian mobile disco|justice
myslovitz,happysad|akurat|hey|pidżama porno|coma|kult|red hot chili peppers|o.s.t.r.|system of a down|guano apes
mötley crüe,skid row|kiss|def leppard|van halen|ozzy osbourne|judas priest|bon jovi|guns n roses|ac/dc|aerosmith
múm,sigur rós|the album leaf|boards of canada|cocorosie|aphex twin|björk|m83|explosions in the sky|mogwai|radiohead
n*e*r*d,lupe fiasco|kanye west|jay-z|common|the roots|outkast|john legend|ludacris|snoop dogg|gym class heroes
nada surf,death cab for cutie|the shins|jimmy eat world|bloc party|the killers|interpol|editors|snow patrol|the kooks|coldplay
napalm death,carcass|cannibal corpse|slayer|death|nile|behemoth|vader|mastodon|kreator|darkthrone
nas,jay-z|the game|notorious b.i.g.|common|2pac|talib kweli|mos def|gang starr|dr. dre|kanye west
natasha bedingfield,the pussycat dolls|rihanna|kelly clarkson|leona lewis|beyoncé|sugababes|britney spears|christina aguilera|nelly furtado|maria mena
ne-yo,chris brown|usher|rihanna|beyoncé|akon|kanye west|nelly|t.i.|the pussycat dolls|justin timberlake
neil young,bob dylan|the rolling stones|david bowie|the beatles|the kinks|tom waits|bonnie prince billy|bruce springsteen|johnny cash|radiohead
neko case,the new pornographers|sufjan stevens|andrew bird|iron & wine|the mountain goats|the magnetic fields|cat power|m. ward|spoon|wilco
nelly,usher|t.i.|akon|50 cent|the game|ludacris|ne-yo|lil wayne|dmx|chris brown
nelly furtado,rihanna|justin timberlake|beyoncé|fergie|the pussycat dolls|gwen stefani|madonna|timbaland|britney spears|kelly clarkson
neutral milk hotel,the decemberists|modest mouse|the mountain goats|animal collective|the shins|sufjan stevens|broken social scene|of montreal|arcade fire|belle and sebastian
new found glory,blink-182|saves the day|fall out boy|taking back sunday|less than jake|brand new|a day to remember|say anything|jimmy eat world|sum 41
new order,joy division|the smiths|the cure|david bowie|depeche mode|pet shop boys|the jesus and mary chain|siouxsie and the banshees|morrissey|the stone roses
nick cave and the bad seeds,tom waits|pj harvey|leonard cohen|david bowie|einstürzende neubauten|bonnie prince billy|radiohead|sonic youth|joy division|the cure
nick drake,elliott smith|belle and sebastian|bob dylan|tom waits|sufjan stevens|the beatles|leonard cohen|jeff buckley|neil young|devendra banhart
nickelback,3 doors down|linkin park|evanescence|papa roach|avril lavigne|three days grace|breaking benjamin|simple plan|fall out boy|green day
nightmares on wax,tosca|bonobo|thievery corporation|mr. scruff|de-phazz|groove armada|parov stelar|the cinematic orchestra|jazzanova|dj shadow
nightwish,sonata arctica|epica|lacuna coil|rammstein|evanescence|kamelot|stratovarius|children of bodom|apocalyptica|within temptation
nile,morbid angel|cannibal corpse|behemoth|bloodbath|death|vader|carcass|slayer|opeth|at the gates
nina simone,ella fitzgerald|billie holiday|amy winehouse|aretha franklin|bob dylan|leonard cohen|tom waits|frank sinatra|diana krall|louis armstrong
nine inch nails,tool|the smashing pumpkins|radiohead|a perfect circle|marilyn manson|queens of the stone age|deftones|muse|depeche mode|the cure
nirvana,red hot chili peppers|metallica|foo fighters|system of a down|pearl jam|radiohead|the beatles|led zeppelin|the white stripes|the smashing pumpkins
no doubt,gwen stefani|garbage|britney spears|shakira|lily allen|madonna|pink|alanis morissette|kelly clarkson|nelly furtado
nofx,rancid|bad religion|pennywise|lagwagon|anti-flag|millencolin|less than jake|the bouncing souls|descendents|the offspring
norah jones,katie melua|joss stone|diana krall|amy winehouse|coldplay|jack johnson|kt tunstall|jamie cullum|michael bublé|feist
norther,children of bodom|sentenced|ensiferum|dark tranquillity|in flames|amon amarth|soilwork|finntroll|arch enemy|amorphis
notorious b.i.g.,dr. dre|jay-z|nas|2pac|snoop dogg|the game|lil wayne|kanye west|ludacris|t.i.
nouvelle vague,air|feist|cocorosie|radiohead|amy winehouse|kings of convenience|portishead|goldfrapp|björk|cat power
o.s.t.r.,pidżama porno|nas|happysad|cunninlynguists|jay-z|akurat|common|coma|the game|myslovitz
oasis,coldplay|stereophonics|the killers|radiohead|arctic monkeys|red hot chili peppers|the verve|snow patrol|keane|muse
of montreal,sufjan stevens|architecture in helsinki|the decemberists|modest mouse|belle and sebastian|spoon|the shins|the new pornographers|neutral milk hotel|stars
ok go,the all-american rejects|the postal service|the killers|the kooks|death cab for cutie|franz ferdinand|the shins|the fratellis|arctic monkeys|hot hot heat
okkervil river,the mountain goats|the national|the decemberists|neutral milk hotel|modest mouse|band of horses|iron & wine|bon iver|of montreal|the shins
onerepublic,lifehouse|the fray|leona lewis|jordin sparks|rihanna|katy perry|lady gaga|maroon 5|jason mraz|the all-american rejects
oomph!,rammstein|deathstars|subway to sally|in extremo|marilyn manson|him|combichrist|moonspell|the birthday massacre|the 69 eyes
opeth,katatonia|porcupine tree|dark tranquillity|ayreon|anathema|in flames|death|dream theater|amorphis|pain of salvation
orbital,underworld|the future sound of london|aphex twin|the chemical brothers|the crystal method|autechre|massive attack|boards of canada|faithless|lamb
otis redding,al green|james brown|van morrison|the rolling stones|aretha franklin|bob dylan|nina simone|the kinks|the velvet underground|ray charles
outkast,common|a tribe called quest|the roots|kanye west|nas|notorious b.i.g.|jay-z|ludacris|dr. dre|lupe fiasco
ozzy osbourne,black sabbath|judas priest|metallica|iron maiden|black label society|megadeth|ac/dc|deep purple|dio|van halen
p.o.d.,papa roach|limp bizkit|koЯn|adema|disturbed|linkin park|slipknot|system of a down|three days grace|static-x
pain,hypocrisy|sentenced|in flames|moonspell|soilwork|paradise lost|nightwish|children of bodom|dark tranquillity|samael
pain of salvation,riverside|ayreon|porcupine tree|opeth|symphony x|dream theater|blackfield|anathema|queensrÿche|katatonia
panic at the disco,fall out boy|my chemical romance|paramore|the academy is...|the all-american rejects|cute is what we aim for|cobra starship|jimmy eat world|taking back sunday|30 seconds to mars
panic! at the disco,taking back sunday|fall out boy|the all-american rejects|the used|cobra starship|my chemical romance|30 seconds to mars|lostprophets|senses fail|something corporate
pantera,slayer|megadeth|metallica|lamb of god|sepultura|testament|machine head|iron maiden|death|black label society
paolo nutini,the kooks|john mayer|james morrison|jason mraz|coldplay|kate nash|damien rice|jack johnson|the pigeon detectives|snow patrol
papa roach,disturbed|linkin park|limp bizkit|p.o.d.|three days grace|bullet for my valentine|breaking benjamin|koЯn|the offspring|sum 41
paradise lost,moonspell|tiamat|my dying bride|katatonia|anathema|amorphis|sentenced|the gathering|sirenia|type o negative
paramore,fall out boy|panic at the disco|my chemical romance|the all-american rejects|avril lavigne|all time low|blink-182|cobra starship|taking back sunday|boys like girls
parkway drive,bring me the horizon|all shall perish|as i lay dying|the black dahlia murder|caliban|all that remains|heaven shall burn|killswitch engage|a day to remember|underoath
parov stelar,nightmares on wax|thievery corporation|de-phazz|tosca|koop|bonobo|st. germain|gotan project|morcheeba|röyksopp
patrick wolf,final fantasy|cocorosie|arcade fire|sufjan stevens|the knife|radiohead|bloc party|devendra banhart|beirut|animal collective
paul mccartney,john lennon|the rolling stones|the who|the beach boys|eric clapton|the kinks|the beatles|elton john|eagles|cream
paul oakenfold,paul van dyk|armin van buuren|atb|ferry corsten|chicane|the crystal method|above & beyond|delerium|tiësto|blank & jones
paul simon,van morrison|simon & garfunkel|peter gabriel|the beatles|neil young|bruce springsteen|joni mitchell|the rolling stones|bob dylan|billy joel
paul van dyk,above & beyond|armin van buuren|atb|ferry corsten|tiësto|paul oakenfold|blank & jones|chicane|scooter|faithless
pavement,sonic youth|built to spill|guided by voices|pixies|yo la tengo|spoon|the magnetic fields|dinosaur jr.|broken social scene|fugazi
peaches,róisín murphy|simian mobile disco|le tigre|ladytron|cansei de ser sexy|the knife|m.i.a.|the gossip|hot chip|goldfrapp
pearl jam,alice in chains|nirvana|the smashing pumpkins|soundgarden|foo fighters|radiohead|stone temple pilots|audioslave|led zeppelin|red hot chili peppers
pendulum,the prodigy|high contrast|the chemical brothers|infected mushroom|daft punk|kosheen|fatboy slim|system of a down|the crystal method|linkin park
pennywise,millencolin|nofx|bad religion|anti-flag|lagwagon|rancid|rise against|the bouncing souls|descendents|afi
pet shop boys,depeche mode|duran duran|new order|madonna|kylie minogue|a-ha|kraftwerk|george michael|abba|michael jackson
peter bjorn and john,mgmt|of montreal|feist|the shins|clap your hands say yeah|belle and sebastian|hot chip|modest mouse|radiohead|architecture in helsinki
peter fox,seeed|clueso|die Ärzte|die toten hosen|farin urlaub|deichkind|beatsteaks|böhse onkelz|billy talent|mando diao
peter gabriel,genesis|kate bush|marillion|paul simon|pink floyd|camel|david bowie|dire straits|talking heads|sting
phil collins,genesis|bryan adams|queen|elton john|michael jackson|seal|supertramp|eric clapton|billy joel|toto
philip glass,brian eno|yann tiersen|tom waits|portishead|johann sebastian bach|david bowie|squarepusher|frédéric chopin|max richter|aphex twin
phoenix,hot chip|kings of convenience|cut copy|mgmt|feist|broken social scene|justice|the radio dept.|the whitest boy alive|air
pidżama porno,happysad|akurat|hey|kult|coma|myslovitz|o.s.t.r.|gentleman|system of a down|guano apes
pinback,broken social scene|modest mouse|death cab for cutie|minus the bear|the shins|spoon|built to spill|sufjan stevens|radiohead|the new pornographers
pink,kelly clarkson|avril lavigne|rihanna|katy perry|britney spears|beyoncé|christina aguilera|the pussycat dolls|hilary duff|evanescence
