Artist,Recommendations
lil wayne,t.i.: 0.3491|the game: 0.3184|50 cent: 0.2976|ludacris: 0.2688|jay-z: 0.2632|kanye west: 0.2626|notorious b.i.g.: 0.2432|nas: 0.2338|chamillionaire: 0.2298|lupe fiasco: 0.2145
lily allen,lady gaga: 0.2058|kate nash: 0.1821|britney spears: 0.176|amy winehouse: 0.1752|sugababes: 0.1735|katy perry: 0.1692|the ting tings: 0.161|beyoncé: 0.1457|rihanna: 0.1418|kelly clarkson: 0.14
limp bizkit,koЯn: 0.2845|linkin park: 0.2331|papa roach: 0.2216|p.o.d.: 0.1919|slipknot: 0.1881|disturbed: 0.1827|system of a down: 0.1767|the offspring: 0.1712|godsmack: 0.1709|metallica: 0.1665
linkin park,evanescence: 0.2528|papa roach: 0.2447|system of a down: 0.2384|limp bizkit: 0.2369|nickelback: 0.224|green day: 0.2221|sum 41: 0.219|red hot chili peppers: 0.2169|breaking benjamin: 0.2165|disturbed: 0.2159
live,pearl jam: 0.115|3 doors down: 0.1036|bush: 0.1016|matchbox twenty: 0.1006|foo fighters: 0.0899|u2: 0.0852|stone temple pilots: 0.0791|snow patrol: 0.0771|counting crows: 0.0737|red hot chili peppers: 0.0729
lordi,nightwish: 0.1483|rammstein: 0.136|hammerfall: 0.1177|sonata arctica: 0.1176|edguy: 0.1078|stratovarius: 0.1043|kamelot: 0.1008|epica: 0.1007|helloween: 0.0962|blind guardian: 0.0949
loreena mckennitt,enya: 0.176|tristania: 0.109|sarah mclachlan: 0.099|nightwish: 0.0986|enigma: 0.0981|era: 0.0953|vangelis: 0.0903|mike oldfield: 0.0854|howard shore: 0.0847|delerium: 0.0847
los hermanos,chico buarque: 0.302|caetano veloso: 0.1669|the strokes: 0.112|amy winehouse: 0.1004|arctic monkeys: 0.0988|radiohead: 0.0943|cansei de ser sexy: 0.0942|the beatles: 0.0894|oasis: 0.0819|pearl jam: 0.0699
lostprophets,funeral for a friend: 0.1993|30 seconds to mars: 0.1908|papa roach: 0.1777|sum 41: 0.1715|linkin park: 0.1576|three days grace: 0.1567|my chemical romance: 0.1556|the used: 0.1495|fall out boy: 0.1472|bullet for my valentine: 0.1459
lou reed,the velvet underground: 0.2501|david bowie: 0.1437|iggy pop: 0.1401|talking heads: 0.1279|the rolling stones: 0.1165|bob dylan: 0.1163|joy division: 0.1122|tom waits: 0.1092|the beatles: 0.1064|nick cave and the bad seeds: 0.1012
louis armstrong,ella fitzgerald: 0.2102|frank sinatra: 0.1808|ray charles: 0.1529|billie holiday: 0.1375|charlie parker: 0.1195|nina simone: 0.1156|diana krall: 0.1119|miles davis: 0.1047|james brown: 0.1045|elvis presley: 0.093
low,bonnie prince billy: 0.1722|slowdive: 0.1553|mogwai: 0.1406|cat power: 0.1305|stereolab: 0.124|guided by voices: 0.1219|the national: 0.1196|pj harvey: 0.1137|sonic youth: 0.1135|animal collective: 0.1076
ludacris,t.i.: 0.3615|the game: 0.3213|jay-z: 0.3057|busta rhymes: 0.2791|lil wayne: 0.2744|50 cent: 0.2743|snoop dogg: 0.2621|notorious b.i.g.: 0.2247|ice cube: 0.2137|nelly: 0.2045
ludwig van beethoven,johann sebastian bach: 0.2812|wolfgang amadeus mozart: 0.2443|antonio vivaldi: 0.2383|frédéric chopin: 0.2087|pink floyd: 0.0751|louis armstrong: 0.0729|frank sinatra: 0.0714|vangelis: 0.0697|queen: 0.0672|dream theater: 0.0647
lupe fiasco,common: 0.2968|kanye west: 0.2779|jay-z: 0.259|nas: 0.2415|t.i.: 0.223|lil wayne: 0.2103|the game: 0.2065|talib kweli: 0.1955|the roots: 0.1919|mos def: 0.1908
lykke li,bat for lashes: 0.1533|hercules and love affair: 0.1361|kate nash: 0.1344|santogold: 0.1308|mgmt: 0.1269|cocorosie: 0.122|feist: 0.122|the knife: 0.1159|vampire weekend: 0.1126|the ting tings: 0.1117
lynyrd skynyrd,ac/dc: 0.1451|deep purple: 0.138|van halen: 0.1356|cream: 0.1281|eagles: 0.1273|eric clapton: 0.1267|creedence clearwater revival: 0.1249|journey: 0.1175|kiss: 0.1174|dire straits: 0.1143
m. ward,bonnie prince billy: 0.2114|andrew bird: 0.2056|iron & wine: 0.1778|devendra banhart: 0.1581|elliott smith: 0.15|sufjan stevens: 0.1464|the magnetic fields: 0.1447|spoon: 0.1415|the national: 0.1322|fleet foxes: 0.1316
m.i.a.,santogold: 0.2081|girl talk: 0.1411|hot chip: 0.1402|the knife: 0.1347|justice: 0.1289|feist: 0.1261|crystal castles: 0.1225|cansei de ser sexy: 0.1222|mgmt: 0.1217|lcd soundsystem: 0.1214
m83,cut copy: 0.1867|sigur rós: 0.1711|animal collective: 0.1595|explosions in the sky: 0.1584|mogwai: 0.1562|broken social scene: 0.1559|boards of canada: 0.1493|múm: 0.1432|radiohead: 0.1416|the album leaf: 0.1364
machine head,soulfly: 0.2797|lamb of god: 0.2615|trivium: 0.2521|fear factory: 0.2463|chimaira: 0.2401|killswitch engage: 0.2148|slipknot: 0.202|pantera: 0.1993|sepultura: 0.1932|devildriver: 0.1904
madlib,madvillain: 0.3426|mf doom: 0.3278|j dilla: 0.3194|flying lotus: 0.199|prefuse 73: 0.174|a tribe called quest: 0.1645|rjd2: 0.1609|the roots: 0.1571|common: 0.1421|de la soul: 0.1414
madness,the specials: 0.179|the jam: 0.0895|the clash: 0.0849|dead kennedys: 0.0614|david bowie: 0.0597|fatboy slim: 0.0595|bob marley & the wailers: 0.057|blur: 0.0561|pink floyd: 0.0552|the beatles: 0.0547
madonna,kylie minogue: 0.304|britney spears: 0.2556|rihanna: 0.2194|nelly furtado: 0.2177|christina aguilera: 0.1998|abba: 0.1934|justin timberlake: 0.1897|beyoncé: 0.1891|mariah carey: 0.1882|gwen stefani: 0.1878
madvillain,mf doom: 0.489|madlib: 0.3319|j dilla: 0.2551|a tribe called quest: 0.1984|aesop rock: 0.1685|the roots: 0.1641|gang starr: 0.1448|rjd2: 0.1354|talib kweli: 0.1334|wu-tang clan: 0.1324
mae,anberlin: 0.1878|something corporate: 0.1825|dashboard confessional: 0.1603|motion city soundtrack: 0.1494|relient k: 0.1348|say anything: 0.1346|emery: 0.1297|fall out boy: 0.1283|brand new: 0.1237|jimmy eat world: 0.1192
mando diao,the kooks: 0.1893|arctic monkeys: 0.1853|maxïmo park: 0.1781|beatsteaks: 0.1752|the hives: 0.1705|franz ferdinand: 0.1557|the killers: 0.1555|deichkind: 0.1518|die Ärzte: 0.1504|razorlight: 0.1445
manic street preachers,blur: 0.1339|radiohead: 0.115|muse: 0.1065|pulp: 0.1063|r.e.m.: 0.1059|placebo: 0.1057|kasabian: 0.1032|oasis: 0.1014|kaiser chiefs: 0.0994|arctic monkeys: 0.0988
manowar,helloween: 0.2683|gamma ray: 0.2618|blind guardian: 0.2452|judas priest: 0.2431|hammerfall: 0.2389|iron maiden: 0.2341|iced earth: 0.218|avantasia: 0.2161|edguy: 0.209|dio: 0.2058
manu chao,bob marley: 0.1428|bob marley & the wailers: 0.1309|air: 0.1214|moby: 0.1199|gentleman: 0.119|the beatles: 0.119|gotan project: 0.1163|amy winehouse: 0.1161|radiohead: 0.1141|asian dub foundation: 0.1089
maria mena,natasha bedingfield: 0.1465|amy macdonald: 0.1398|kt tunstall: 0.1158|a fine frenzy: 0.1093|kate nash: 0.1048|sara bareilles: 0.1045|james morrison: 0.1044|beyoncé: 0.1003|nelly furtado: 0.0983|leona lewis: 0.0942
mariah carey,beyoncé: 0.2653|rihanna: 0.2483|jennifer lopez: 0.2378|usher: 0.2297|leona lewis: 0.2249|christina aguilera: 0.2208|britney spears: 0.2133|céline dion: 0.2124|the pussycat dolls: 0.2116|ne-yo: 0.1976
marillion,genesis: 0.1983|porcupine tree: 0.1573|camel: 0.1509|blackfield: 0.1463|peter gabriel: 0.1344|ayreon: 0.1336|king crimson: 0.1296|jethro tull: 0.1261|rush: 0.121|pain of salvation: 0.1167
marilyn manson,rammstein: 0.2403|koЯn: 0.2293|system of a down: 0.2136|nine inch nails: 0.196|slipknot: 0.1938|rob zombie: 0.172|tool: 0.1662|nirvana: 0.1643|metallica: 0.1613|placebo: 0.1602
mark ronson,amy winehouse: 0.1145|kanye west: 0.1059|lily allen: 0.1055|john legend: 0.0887|faithless: 0.0783|jamiroquai: 0.0776|gnarls barkley: 0.0747|justice: 0.0741|jay-z: 0.0739|adele: 0.0738
maroon 5,james blunt: 0.1883|justin timberlake: 0.1838|rihanna: 0.1792|coldplay: 0.1788|jason mraz: 0.174|keane: 0.1656|britney spears: 0.165|john mayer: 0.1611|avril lavigne: 0.1586|mika: 0.158
marvin gaye,stevie wonder: 0.2403|aretha franklin: 0.1642|al green: 0.1458|james brown: 0.1206|erykah badu: 0.1035|nina simone: 0.0997|prince: 0.0937|the roots: 0.087|amy winehouse: 0.0868|van morrison: 0.0811
mary j. blige,alicia keys: 0.2039|usher: 0.1733|john legend: 0.1607|erykah badu: 0.1598|beyoncé: 0.1502|ne-yo: 0.1458|missy elliott: 0.1343|janet jackson: 0.1334|nelly: 0.126|mariah carey: 0.1227
massive attack,portishead: 0.3147|air: 0.2703|tricky: 0.2381|thievery corporation: 0.238|lamb: 0.229|moby: 0.2282|morcheeba: 0.2258|the chemical brothers: 0.2169|björk: 0.2111|groove armada: 0.2056
mastodon,gojira: 0.2326|isis: 0.2088|meshuggah: 0.2045|lamb of god: 0.1878|melvins: 0.185|the dillinger escape plan: 0.1824|opeth: 0.1774|slayer: 0.1677|strapping young lad: 0.1658|converge: 0.1585
matchbox twenty,maroon 5: 0.1443|goo goo dolls: 0.1365|counting crows: 0.1344|john mayer: 0.1238|lifehouse: 0.1142|something corporate: 0.1139|3 doors down: 0.1043|the fray: 0.1021|live: 0.1012|third eye blind: 0.0991
matisyahu,bob marley: 0.139|gentleman: 0.1236|damian marley: 0.1197|bob marley & the wailers: 0.0947|manu chao: 0.079|311: 0.0735|red hot chili peppers: 0.0722|jack johnson: 0.065|asian dub foundation: 0.0635|radiohead: 0.0614
max richter,sigur rós: 0.1102|boards of canada: 0.1033|burial: 0.0974|godspeed you! black emperor: 0.0928|explosions in the sky: 0.0876|the cinematic orchestra: 0.0842|philip glass: 0.0809|m83: 0.0807|sufjan stevens: 0.0785|aphex twin: 0.0749
maxïmo park,arctic monkeys: 0.2277|bloc party: 0.2265|the pigeon detectives: 0.2255|the wombats: 0.2253|the kooks: 0.2248|editors: 0.2163|razorlight: 0.2116|dirty pretty things: 0.2102|kaiser chiefs: 0.2085|the cribs: 0.1885
me first and the gimme gimmes,nofx: 0.1614|bad religion: 0.1556|rancid: 0.1525|reel big fish: 0.1476|lagwagon: 0.1414|pennywise: 0.138|less than jake: 0.1305|streetlight manifesto: 0.1224|dropkick murphys: 0.1177|anti-flag: 0.1164
megadeth,judas priest: 0.3087|iron maiden: 0.3021|testament: 0.294|slayer: 0.2773|metallica: 0.2701|pantera: 0.2672|kreator: 0.2491|death: 0.2283|anthrax: 0.2216|iced earth: 0.2143
melvins,kyuss: 0.2143|mastodon: 0.1896|isis: 0.1817|black flag: 0.1152|primus: 0.1101|sonic youth: 0.1084|black sabbath: 0.1|fugazi: 0.0996|converge: 0.0986|down: 0.098
meshuggah,lamb of god: 0.2232|mastodon: 0.2067|the dillinger escape plan: 0.201|gojira: 0.1902|opeth: 0.1808|the haunted: 0.1602|nile: 0.1585|strapping young lad: 0.1578|pantera: 0.1488|isis: 0.1417
metallica,iron maiden: 0.3548|system of a down: 0.2825|megadeth: 0.2685|ac/dc: 0.257|black sabbath: 0.2547|slayer: 0.2515|koЯn: 0.2351|nirvana: 0.235|judas priest: 0.2327|rammstein: 0.2324
metric,tegan and sara: 0.2122|stars: 0.1806|death cab for cutie: 0.1577|broken social scene: 0.1418|rilo kiley: 0.1374|feist: 0.1345|the shins: 0.1343|bloc party: 0.1317|ladytron: 0.1269|the new pornographers: 0.1252
metro station,cute is what we aim for: 0.1633|jonas brothers: 0.1631|paramore: 0.1627|cobra starship: 0.1415|all time low: 0.1359|the academy is...: 0.1332|the all-american rejects: 0.1317|hellogoodbye: 0.1316|fall out boy: 0.1235|boys like girls: 0.1209
mew,sigur rós: 0.1244|kent: 0.1192|radiohead: 0.1164|interpol: 0.115|bloc party: 0.1148|muse: 0.106|coldplay: 0.103|blonde redhead: 0.1024|death cab for cutie: 0.1012|m83: 0.0991
mf doom,madvillain: 0.4883|madlib: 0.3171|j dilla: 0.2385|wu-tang clan: 0.2103|aesop rock: 0.2048|ghostface: 0.197|a tribe called quest: 0.1842|talib kweli: 0.1689|gang starr: 0.1639|de la soul: 0.1629
mgmt,klaxons: 0.2169|kings of leon: 0.2158|justice: 0.2092|vampire weekend: 0.2072|bloc party: 0.2055|the killers: 0.197|the kooks: 0.1933|crystal castles: 0.1907|cut copy: 0.1825|hot chip: 0.1787
michael bublé,jamie cullum: 0.1382|norah jones: 0.1317|jason mraz: 0.1309|alicia keys: 0.1114|robbie williams: 0.1068|james morrison: 0.1062|diana krall: 0.1061|maroon 5: 0.1046|colbie caillat: 0.1041|john legend: 0.1025
michael jackson,madonna: 0.186|queen: 0.1512|coldplay: 0.1416|britney spears: 0.1393|robbie williams: 0.1368|kanye west: 0.1295|red hot chili peppers: 0.1289|phil collins: 0.1286|justin timberlake: 0.1276|george michael: 0.1261
mika,maroon 5: 0.1582|britney spears: 0.157|madonna: 0.1511|rihanna: 0.1446|jason mraz: 0.1427|james blunt: 0.1401|coldplay: 0.1386|christina aguilera: 0.1352|the killers: 0.1305|nelly furtado: 0.13
mike oldfield,vangelis: 0.1628|enya: 0.135|enigma: 0.1309|abba: 0.1029|genesis: 0.1008|dire straits: 0.0963|deep purple: 0.0878|loreena mckennitt: 0.0836|pink floyd: 0.0831|delerium: 0.0808
miles davis,john coltrane: 0.3142|charlie parker: 0.2332|herbie hancock: 0.2243|chet baker: 0.1657|pink floyd: 0.1486|bob dylan: 0.1366|billie holiday: 0.1352|the beatles: 0.1343|ella fitzgerald: 0.132|tom waits: 0.1293
miley cyrus,jonas brothers: 0.2402|taylor swift: 0.2297|katy perry: 0.2073|jordin sparks: 0.1896|the pussycat dolls: 0.1815|kelly clarkson: 0.177|rihanna: 0.1699|lady gaga: 0.169|hilary duff: 0.1669|ashlee simpson: 0.166
millencolin,pennywise: 0.2844|lagwagon: 0.2768|bad religion: 0.2329|nofx: 0.2288|anti-flag: 0.1967|rise against: 0.196|less than jake: 0.184|rancid: 0.1767|dropkick murphys: 0.1623|ignite: 0.1587
mindless self indulgence,nine inch nails: 0.126|the birthday massacre: 0.1215|marilyn manson: 0.105|combichrist: 0.0989|kmfdm: 0.0983|koЯn: 0.0954|slipknot: 0.0937|the dresden dolls: 0.0912|linkin park: 0.0901|system of a down: 0.0892
ministry,kmfdm: 0.1878|skinny puppy: 0.1536|nine inch nails: 0.1439|einstürzende neubauten: 0.1092|slayer: 0.1033|fear factory: 0.1026|marilyn manson: 0.1011|faith no more: 0.0949|tool: 0.0882|strapping young lad: 0.0874
minor threat,black flag: 0.2982|descendents: 0.203|bad brains: 0.1943|misfits: 0.181|fugazi: 0.1781|dead kennedys: 0.1623|the bouncing souls: 0.1521|converge: 0.1167|against me!: 0.1127|bad religion: 0.0978
minus the bear,brand new: 0.1989|death cab for cutie: 0.1636|cursive: 0.1595|circa survive: 0.1525|modest mouse: 0.1524|explosions in the sky: 0.1459|the fall of troy: 0.1449|pinback: 0.1401|at the drive-in: 0.14|saves the day: 0.1397
mirah,cat power: 0.1504|of montreal: 0.1389|stars: 0.1277|sufjan stevens: 0.1259|the magnetic fields: 0.1252|andrew bird: 0.1245|neutral milk hotel: 0.1228|joanna newsom: 0.1222|iron & wine: 0.1215|devendra banhart: 0.1204
misfits,dead kennedys: 0.2174|descendents: 0.1853|ramones: 0.1849|black flag: 0.1799|rancid: 0.1758|the clash: 0.1733|minor threat: 0.1722|bad brains: 0.1601|nofx: 0.1576|the bouncing souls: 0.1558
missy elliott,justin timberlake: 0.1538|timbaland: 0.142|beyoncé: 0.1409|mary j. blige: 0.1319|nelly furtado: 0.1302|busta rhymes: 0.1296|ludacris: 0.1249|kanye west: 0.1205|janet jackson: 0.1133|usher: 0.1125
mobb deep,nas: 0.263|gang starr: 0.2526|notorious b.i.g.: 0.2061|2pac: 0.2016|ghostface: 0.2004|wu-tang clan: 0.1978|busta rhymes: 0.1932|jay-z: 0.1812|talib kweli: 0.1782|jedi mind tricks: 0.1763
moby,massive attack: 0.2291|the chemical brothers: 0.2194|faithless: 0.2121|röyksopp: 0.2119|coldplay: 0.2002|fatboy slim: 0.198|groove armada: 0.1932|air: 0.1805|the prodigy: 0.1775|depeche mode: 0.1643
modest mouse,the shins: 0.2875|death cab for cutie: 0.2638|broken social scene: 0.2387|bright eyes: 0.2357|the decemberists: 0.2333|elliott smith: 0.2303|arcade fire: 0.229|radiohead: 0.2174|neutral milk hotel: 0.2166|spoon: 0.2153
mogwai,explosions in the sky: 0.2805|sigur rós: 0.2313|godspeed you! black emperor: 0.1968|65daysofstatic: 0.1946|radiohead: 0.1928|god is an astronaut: 0.1926|mono: 0.1915|the album leaf: 0.1608|m83: 0.1579|isis: 0.1518
moloko,róisín murphy: 0.2458|morcheeba: 0.195|lamb: 0.187|goldfrapp: 0.1656|hooverphonic: 0.1632|massive attack: 0.1502|télépopmusik: 0.1496|air: 0.1463|portishead: 0.1438|röyksopp: 0.1384
mono,godspeed you! black emperor: 0.2158|god is an astronaut: 0.2015|mogwai: 0.2007|explosions in the sky: 0.1937|65daysofstatic: 0.1574|isis: 0.1414|sigur rós: 0.1238|múm: 0.1162|the album leaf: 0.1162|tortoise: 0.1038
moonspell,tiamat: 0.2715|samael: 0.2346|paradise lost: 0.221|tristania: 0.2133|my dying bride: 0.2059|amorphis: 0.1997|katatonia: 0.1988|opeth: 0.1983|anathema: 0.1851|therion: 0.1782
morbid angel,nile: 0.3359|death: 0.3088|behemoth: 0.2519|cannibal corpse: 0.2455|carcass: 0.2426|slayer: 0.2261|bloodbath: 0.2085|darkthrone: 0.2034|vader: 0.1995|testament: 0.1847
morcheeba,massive attack: 0.2264|moloko: 0.1968|air: 0.1913|thievery corporation: 0.1869|portishead: 0.1853|hooverphonic: 0.1819|groove armada: 0.1558|röyksopp: 0.1557|moby: 0.1547|lamb: 0.1512
morphine,tom waits: 0.0867|portishead: 0.0725|nick cave and the bad seeds: 0.0708|massive attack: 0.0701|radiohead: 0.0606|parov stelar: 0.0586|leonard cohen: 0.0557|joy division: 0.0555|chico buarque: 0.055|the cure: 0.0532
morrissey,the smiths: 0.308|the cure: 0.1646|joy division: 0.1525|david bowie: 0.1386|new order: 0.1376|belle and sebastian: 0.1327|depeche mode: 0.1264|r.e.m.: 0.1248|pulp: 0.1225|radiohead: 0.1206
mos def,the roots: 0.308|common: 0.2916|nas: 0.2729|talib kweli: 0.2727|jay-z: 0.2158|a tribe called quest: 0.2039|lupe fiasco: 0.197|j dilla: 0.1954|de la soul: 0.1904|notorious b.i.g.: 0.1869
motion city soundtrack,brand new: 0.2547|taking back sunday: 0.2493|the academy is...: 0.2342|say anything: 0.2217|fall out boy: 0.2174|something corporate: 0.2095|dashboard confessional: 0.2008|relient k: 0.1744|jimmy eat world: 0.1693|blink-182: 0.1675
motörhead,black sabbath: 0.2174|iron maiden: 0.2099|ac/dc: 0.2057|judas priest: 0.2026|slayer: 0.1946|metallica: 0.1939|megadeth: 0.1927|testament: 0.1853|manowar: 0.1763|kreator: 0.1695
mr. scruff,bonobo: 0.1995|nightmares on wax: 0.1969|the herbaliser: 0.159|thievery corporation: 0.1501|amon tobin: 0.1491|the cinematic orchestra: 0.1339|dj shadow: 0.1249|dj krush: 0.1207|st. germain: 0.1185|tosca: 0.1184
mudvayne,slipknot: 0.2469|static-x: 0.2241|koЯn: 0.2207|godsmack: 0.2206|disturbed: 0.205|drowning pool: 0.2044|chimaira: 0.1915|ill niño: 0.1896|stone sour: 0.1796|machine head: 0.1756
muse,radiohead: 0.2891|placebo: 0.2878|coldplay: 0.2765|the killers: 0.2718|arctic monkeys: 0.2501|red hot chili peppers: 0.2231|foo fighters: 0.2158|franz ferdinand: 0.2122|bloc party: 0.212|the strokes: 0.2017
my bloody valentine,the jesus and mary chain: 0.251|slowdive: 0.2435|sonic youth: 0.2428|cocteau twins: 0.1795|pixies: 0.1695|joy division: 0.159|the velvet underground: 0.1505|the smiths: 0.1418|animal collective: 0.1416|dinosaur jr.: 0.1302
my chemical romance,fall out boy: 0.2872|the used: 0.234|30 seconds to mars: 0.2205|panic at the disco: 0.2178|paramore: 0.2029|linkin park: 0.1945|good charlotte: 0.191|billy talent: 0.1893|green day: 0.1892|simple plan: 0.1891
my dying bride,anathema: 0.2614|katatonia: 0.2364|paradise lost: 0.2153|moonspell: 0.211|opeth: 0.1899|tiamat: 0.179|agalloch: 0.1733|amorphis: 0.1596|dark tranquillity: 0.1471|the gathering: 0.1455
my morning jacket,the national: 0.1402|the flaming lips: 0.13|spoon: 0.1228|m. ward: 0.1158|grizzly bear: 0.1139|fleet foxes: 0.1136|neil young: 0.111|the black keys: 0.1087|wilco: 0.1087|band of horses: 0.1086
mylo,daft punk: 0.1611|the chemical brothers: 0.145|röyksopp: 0.1399|calvin harris: 0.1344|digitalism: 0.1316|groove armada: 0.1202|booka shade: 0.1153|fatboy slim: 0.1116|simian mobile disco: 0.1098|justice: 0.1059
myslovitz,happysad: 0.3652|akurat: 0.3306|hey: 0.3303|pidżama porno: 0.2647|coma: 0.253|kult: 0.1971|red hot chili peppers: 0.0854|o.s.t.r.: 0.0808|system of a down: 0.0728|guano apes: 0.0707
mötley crüe,skid row: 0.2411|kiss: 0.2175|def leppard: 0.2042|van halen: 0.184|ozzy osbourne: 0.1729|judas priest: 0.1713|bon jovi: 0.1663|guns n roses: 0.1654|ac/dc: 0.1576|aerosmith: 0.1493
múm,sigur rós: 0.2156|the album leaf: 0.171|boards of canada: 0.1639|cocorosie: 0.1597|aphex twin: 0.1466|björk: 0.1456|m83: 0.1437|explosions in the sky: 0.1398|mogwai: 0.1377|radiohead: 0.1324
n*e*r*d,lupe fiasco: 0.1693|kanye west: 0.1634|jay-z: 0.16|common: 0.1467|the roots: 0.1413|outkast: 0.1384|john legend: 0.1229|ludacris: 0.1073|snoop dogg: 0.1046|gym class heroes: 0.0995
nada surf,death cab for cutie: 0.1731|the shins: 0.1328|jimmy eat world: 0.1266|bloc party: 0.1215|the killers: 0.115|interpol: 0.114|editors: 0.1093|snow patrol: 0.1067|the kooks: 0.1052|coldplay: 0.1045
napalm death,carcass: 0.2543|cannibal corpse: 0.2131|slayer: 0.1885|death: 0.1855|nile: 0.1767|behemoth: 0.1609|vader: 0.1555|mastodon: 0.1489|kreator: 0.1468|darkthrone: 0.1443
nas,jay-z: 0.3793|the game: 0.3085|notorious b.i.g.: 0.3062|common: 0.2949|2pac: 0.2946|talib kweli: 0.278|mos def: 0.2765|gang starr: 0.2751|dr. dre: 0.274|kanye west: 0.2616
natasha bedingfield,the pussycat dolls: 0.2053|rihanna: 0.202|kelly clarkson: 0.1863|leona lewis: 0.1809|beyoncé: 0.17|sugababes: 0.1663|britney spears: 0.1623|christina aguilera: 0.1597|nelly furtado: 0.1535|maria mena: 0.1458
ne-yo,chris brown: 0.3746|usher: 0.3645|rihanna: 0.2581|beyoncé: 0.2471|akon: 0.2431|kanye west: 0.2277|nelly: 0.2018|t.i.: 0.2014|the pussycat dolls: 0.1962|justin timberlake: 0.1953
neil young,bob dylan: 0.2521|the rolling stones: 0.1901|david bowie: 0.1763|the beatles: 0.1719|the kinks: 0.1639|tom waits: 0.1622|bonnie prince billy: 0.1594|bruce springsteen: 0.1569|johnny cash: 0.1565|radiohead: 0.1479
neko case,the new pornographers: 0.1592|sufjan stevens: 0.1428|andrew bird: 0.1309|iron & wine: 0.124|the mountain goats: 0.1214|the magnetic fields: 0.117|cat power: 0.1125|m. ward: 0.11|spoon: 0.103|wilco: 0.1007
nelly,usher: 0.2778|t.i.: 0.224|akon: 0.223|50 cent: 0.22|the game: 0.21|ludacris: 0.201|ne-yo: 0.1993|lil wayne: 0.1828|dmx: 0.1805|chris brown: 0.1774
nelly furtado,rihanna: 0.2824|justin timberlake: 0.2595|beyoncé: 0.2326|fergie: 0.2224|the pussycat dolls: 0.2206|gwen stefani: 0.2197|madonna: 0.2169|timbaland: 0.2056|britney spears: 0.2023|kelly clarkson: 0.199
neutral milk hotel,the decemberists: 0.259|modest mouse: 0.2213|the mountain goats: 0.2194|animal collective: 0.217|the shins: 0.2051|sufjan stevens: 0.2034|broken social scene: 0.1957|of montreal: 0.1942|arcade fire: 0.1908|belle and sebastian: 0.1798
new found glory,blink-182: 0.2219|saves the day: 0.2095|fall out boy: 0.195|taking back sunday: 0.1818|less than jake: 0.1799|brand new: 0.1668|a day to remember: 0.1668|say anything: 0.1667|jimmy eat world: 0.1659|sum 41: 0.1631
new order,joy division: 0.2062|the smiths: 0.198|the cure: 0.1935|david bowie: 0.1719|depeche mode: 0.1713|pet shop boys: 0.171|the jesus and mary chain: 0.1429|siouxsie and the banshees: 0.1411|morrissey: 0.1376|the stone roses: 0.1309
nick cave and the bad seeds,tom waits: 0.2103|pj harvey: 0.1866|leonard cohen: 0.1612|david bowie: 0.1592|einstürzende neubauten: 0.1584|bonnie prince billy: 0.1365|radiohead: 0.1251|sonic youth: 0.1227|joy division: 0.1188|the cure: 0.1157
nick drake,elliott smith: 0.187|belle and sebastian: 0.1687|bob dylan: 0.1644|tom waits: 0.1539|sufjan stevens: 0.1466|the beatles: 0.1462|leonard cohen: 0.1444|jeff buckley: 0.1444|neil young: 0.144|devendra banhart: 0.1414
nickelback,3 doors down: 0.2371|linkin park: 0.2221|evanescence: 0.1843|papa roach: 0.1798|avril lavigne: 0.175|three days grace: 0.167|breaking benjamin: 0.1645|simple plan: 0.1629|fall out boy: 0.1616|green day: 0.16
nightmares on wax,tosca: 0.2687|bonobo: 0.2624|thievery corporation: 0.2281|mr. scruff: 0.1971|de-phazz: 0.1876|groove armada: 0.178|parov stelar: 0.1694|the cinematic orchestra: 0.164|jazzanova: 0.1564|dj shadow: 0.1536
nightwish,sonata arctica: 0.327|epica: 0.2826|lacuna coil: 0.2673|rammstein: 0.2504|evanescence: 0.2391|kamelot: 0.2371|stratovarius: 0.231|children of bodom: 0.2309|apocalyptica: 0.224|within temptation: 0.2218
nile,morbid angel: 0.3308|cannibal corpse: 0.3162|behemoth: 0.3068|bloodbath: 0.2875|death: 0.2825|vader: 0.2282|carcass: 0.2249|slayer: 0.2098|opeth: 0.2059|at the gates: 0.1801
nina simone,ella fitzgerald: 0.2084|billie holiday: 0.1951|amy winehouse: 0.1308|aretha franklin: 0.128|bob dylan: 0.1264|leonard cohen: 0.1216|tom waits: 0.1185|frank sinatra: 0.117|diana krall: 0.1133|louis armstrong: 0.1128
nine inch nails,tool: 0.2339|the smashing pumpkins: 0.2144|radiohead: 0.2064|a perfect circle: 0.2039|marilyn manson: 0.1935|queens of the stone age: 0.1852|deftones: 0.1801|muse: 0.1726|depeche mode: 0.1638|the cure: 0.1622
nirvana,red hot chili peppers: 0.2667|metallica: 0.2315|foo fighters: 0.2283|system of a down: 0.2281|pearl jam: 0.2247|radiohead: 0.2212|the beatles: 0.2143|led zeppelin: 0.2058|the white stripes: 0.2047|the smashing pumpkins: 0.2019
no doubt,gwen stefani: 0.1784|garbage: 0.1396|britney spears: 0.1078|shakira: 0.1041|lily allen: 0.102|madonna: 0.0995|pink: 0.0994|alanis morissette: 0.0973|kelly clarkson: 0.0959|nelly furtado: 0.0951
